"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.67234399256949e-97,3.77457810941616,0.368,0.035,5.54833566414778e-93,"4","Tspan7"
2.12706886033549e-123,3.43629857521384,0.858,0.272,7.05697635793506e-119,"4","Sparc"
1.05643900139572e-87,3.37003928191697,0.66,0.18,3.50494767493059e-83,"4","Cst7"
3.23013190485516e-53,2.83604905334603,0.375,0.077,1.0716608620738e-48,"4","Gpr84"
8.69998249388259e-71,2.78089682920064,0.391,0.059,2.88639319199543e-66,"4","Xlr"
2.85975459585197e-20,2.73581190900699,0.719,0.483,9.48780782265808e-16,"4","Apoc1"
2.44780257453882e-72,2.71455422954795,0.672,0.224,8.12107460154745e-68,"4","Serpine2"
3.99431004604236e-52,2.65437016500648,0.419,0.097,1.32519224397547e-47,"4","Bcl2a1a"
1.33654706637831e-64,2.59368299981188,0.451,0.093,4.4342622021233e-60,"4","Cadm1"
1.36819206723826e-42,2.46603922161548,0.356,0.082,4.53925082147639e-38,"4","Ctsf"
3.50507158026853e-55,2.39913961143262,0.486,0.124,1.16287759818569e-50,"4","Plxdc2"
2.54960639020619e-40,2.36477541363701,0.348,0.084,8.45882912078708e-36,"4","Phgdh"
7.81517970354953e-31,2.1895983654645,0.336,0.095,2.59284217024663e-26,"4","Lag3"
2.31895886860257e-32,2.1772427210365,0.312,0.08,7.69360983836273e-28,"4","1700003F12Rik"
9.67173348488412e-76,2.16348240457389,0.763,0.266,3.20879101828e-71,"4","Pmp22"
1.32822753329649e-99,2.12840618449513,0.984,0.629,4.40666048721777e-95,"4","Cd81"
2.24932229784507e-49,2.10876982948403,0.66,0.271,7.4625765875606e-45,"4","Ctla2a"
4.69340487830544e-64,2.06138802530256,0.664,0.208,1.5571309364754e-59,"4","Gpr34"
6.47140702521058e-22,1.92229997701226,0.328,0.117,2.14701870875411e-17,"4","Cd72"
1.42359139394185e-18,1.81318392487174,0.3,0.111,4.72304916768088e-14,"4","Abhd17c"
1.36114993484204e-25,1.8063251568712,0.328,0.104,4.51588713882545e-21,"4","Dst"
5.18532003204825e-34,1.69677927891759,0.613,0.262,1.72033362703265e-29,"4","Bcl2a1d"
1.55703931287278e-51,1.69325404840328,0.423,0.091,5.16578932831803e-47,"4","Hpgd"
3.69102441206516e-42,1.66993396558427,0.972,0.756,1.22457116919086e-37,"4","Timp2"
1.23924953024378e-25,1.65959588040373,0.352,0.116,4.1114581664898e-21,"4","Pxdc1"
6.01373925146821e-20,1.59690759652089,0.36,0.144,1.99517827145961e-15,"4","Golm1"
6.70438326932265e-33,1.57305606151948,0.68,0.351,2.22431323726318e-28,"4","Apoc4"
2.45622320250945e-38,1.52121926458048,0.704,0.315,8.14901171896561e-34,"4","Tmem176a"
5.95055497638918e-31,1.49438187246531,0.411,0.132,1.97421562451664e-26,"4","Cfh"
6.8716749921493e-17,1.44620201455161,0.387,0.178,2.27981561214537e-12,"4","Arsb"
4.05203559316219e-41,1.42814026914209,0.826,0.421,1.34434384874342e-36,"4","Tmem176b"
5.65384818897956e-83,1.36837342727217,1,1,1.87577721365775e-78,"4","Cst3"
1.9826919931606e-17,1.36569317707075,0.3,0.11,6.57797722570893e-13,"4","Spata13"
2.13536693955504e-14,1.31924023829305,0.423,0.222,7.08450689536176e-10,"4","P2ry12"
1.50628150239002e-28,1.31140462201978,0.605,0.284,4.99739014047936e-24,"4","Nfkbiz"
4.28917865066331e-42,1.30905999095434,0.901,0.641,1.42302080093057e-37,"4","Olfml3"
4.12978396622833e-14,1.24831477646022,0.498,0.292,1.37013842647557e-09,"4","Icam1"
2.6333898622529e-13,1.24508431276399,0.375,0.191,8.73679754599646e-09,"4","Arl5c"
7.60760098714337e-40,1.22377792145659,0.929,0.756,2.52397377950456e-35,"4","Csf1r"
1.75482683410073e-38,1.21697234602177,0.901,0.613,5.82198898749599e-34,"4","Igf1"
4.41511350415018e-12,1.20803733327649,0.336,0.159,1.4648022072719e-07,"4","Man1a2"
9.82112769464468e-14,1.19724313266625,0.336,0.154,3.25835553525227e-09,"4","Mzt2"
7.30419582417708e-13,1.16328285177441,0.387,0.198,2.42331304858723e-08,"4","Herpud1"
1.47307638852548e-25,1.16202571122738,0.731,0.439,4.88722553421098e-21,"4","Ldhb"
7.40232872193128e-13,1.14212165229678,0.332,0.152,2.45587060007514e-08,"4","Srgap2"
1.60828915817535e-13,1.12691422003343,0.344,0.158,5.33582094007835e-09,"4","Serpine1"
1.67357014156571e-10,1.11387124417453,0.364,0.195,5.55240365867257e-06,"4","Map1lc3a"
1.15946343639232e-26,1.11175940981364,0.534,0.228,3.84675184291881e-22,"4","Marcksl1"
5.201121109605e-31,1.10766925608782,0.818,0.524,1.72557595053365e-26,"4","Cx3cr1"
1.60463697096138e-09,1.0967089688402,0.324,0.172,5.32370407855857e-05,"4","Npl"
1.57725193596216e-25,1.07487400396368,0.676,0.366,5.23284874794164e-21,"4","Samsn1"
1.13507691190527e-13,1.07168736269982,0.482,0.269,3.7658446706281e-09,"4","Tnfaip3"
3.95848781909139e-19,1.06530964178499,0.727,0.489,1.31330750373995e-14,"4","Basp1"
1.14156861117917e-08,1.05946080994929,0.336,0.187,0.000378738218130914,"4","Smap2"
2.00872302902487e-44,1.0503430254176,0.988,0.879,6.66434039339581e-40,"4","Ly86"
1.29579617543941e-14,1.04198671692096,0.581,0.359,4.29906297125534e-10,"4","Il1b"
1.30902921720128e-10,1.0401622418586,0.348,0.18,4.34296623390867e-06,"4","Tonsl"
2.5836485771084e-25,1.0396676834997,0.779,0.531,8.57177088427254e-21,"4","Bin1"
9.76177591219368e-18,1.0311148739842,0.755,0.559,3.2386643943885e-13,"4","Selplg"
7.38594283565369e-11,1.03049700371397,0.383,0.209,2.45043425458483e-06,"4","Chst1"
2.01544168241088e-07,1.01736282715824,0.324,0.189,0.00668663086973459,"4","Uap1"
6.30313617039171e-18,1.00632855717365,0.704,0.501,2.09119148725086e-13,"4","Epb41l2"
9.41022099262632e-17,1.00602257015464,0.684,0.443,3.12202901872363e-12,"4","Mef2c"
2.14985444910956e-16,0.9966730510967,0.585,0.349,7.13257210581078e-12,"4","Kctd12"
2.99178825881266e-12,0.980217050195273,0.589,0.384,9.92585590626278e-08,"4","Rhoc"
7.4004073778262e-12,0.975870741049207,0.478,0.278,2.4552331557414e-07,"4","Nfkb1"
7.01017411312433e-09,0.964723907763619,0.356,0.2,0.000232576546551126,"4","Trim30a"
7.78493103031087e-16,0.96160605612453,0.549,0.311,2.58280656792624e-11,"4","Lpl"
1.09289971391967e-10,0.94786948769005,0.451,0.256,3.6259133808713e-06,"4","Rasgrp3"
1.77822835834622e-54,0.945318813349965,1,0.958,5.89962822448524e-50,"4","C1qa"
3.17688015325718e-28,0.940355362776474,0.941,0.738,1.05399352844614e-23,"4","Fcrls"
8.51133047958814e-13,0.932580924037955,0.755,0.633,2.82380411321296e-08,"4","Lgals3bp"
2.08110086780216e-08,0.931363385963675,0.336,0.188,0.000690446834910721,"4","Nlrp3"
8.25756939316555e-11,0.928219404960119,0.391,0.216,2.73961379757053e-06,"4","Folr2"
7.96168510993758e-09,0.924559304417559,0.395,0.23,0.000264144826892399,"4","Cmtm6"
1.6302746375084e-28,0.922055862414347,0.913,0.744,5.40876216486163e-24,"4","Abhd12"
1.30285291254235e-20,0.906960129720327,0.791,0.51,4.32247510794177e-16,"4","Tlr2"
1.27689763716397e-17,0.902252394325642,0.747,0.513,4.23636329081891e-13,"4","Rnaset2b"
1.13045921848131e-29,0.901256934136639,0.933,0.755,3.75052454915545e-25,"4","Cd83"
7.35320502717934e-08,0.900887958366698,0.308,0.168,0.00243957283186729,"4","Znrf2"
3.82527589330046e-19,0.898331556114415,0.802,0.585,1.26911178312029e-14,"4","Glul"
9.85246063491423e-12,0.897465459946953,0.569,0.358,3.26875086484549e-07,"4","Sowahc"
4.55298826054496e-07,0.878942231786645,0.308,0.174,0.01510544915201,"4","Il21r"
2.51362928133429e-09,0.874137670151234,0.447,0.264,8.33946786668276e-05,"4","Srsf9"
2.10314880347387e-09,0.84892017736213,0.348,0.184,6.97761678528524e-05,"4","Dennd4a"
3.04220811940548e-09,0.845921415377567,0.407,0.233,0.000100931338777516,"4","Dpysl2"
2.91502289593847e-56,0.844768081679562,1,0.973,9.67117146185507e-52,"4","Hexb"
7.76097459392233e-08,0.837227504313952,0.423,0.265,0.00257485854102561,"4","Dynll2"
2.03324659871024e-23,0.832974670541968,0.937,0.791,6.74570224054097e-19,"4","Nfkbia"
4.20981207998041e-26,0.817586319218201,0.921,0.761,1.3966893537751e-21,"4","Itgb5"
1.57524901526496e-10,0.792823734892907,0.447,0.255,5.22620365794457e-06,"4","Gatm"
5.89891791518044e-19,0.790690756977552,0.846,0.685,1.95708399671941e-14,"4","Marcks"
1.02924448747147e-08,0.784062460025022,0.613,0.448,0.000341472443608409,"4","Gas6"
3.46909482744284e-09,0.778671960874285,0.478,0.304,0.000115094159090071,"4","Zfhx3"
1.46172974967342e-19,0.769274601068313,0.949,0.82,4.8495807904915e-15,"4","Gnas"
4.72669172060256e-11,0.76919589982448,0.621,0.427,1.56817451214431e-06,"4","Ccni"
2.41235978062749e-08,0.76822524748536,0.304,0.159,0.000800348604418783,"4","Rasa1"
