"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,6.52429468237492,0.721,0.047,0,"2","H2-Eb1"
0,6.37855655909655,0.753,0.054,0,"2","H2-Aa"
0,6.14079245269463,0.757,0.095,0,"2","H2-Ab1"
0,5.99585601467664,0.847,0.137,0,"2","Cd74"
0,5.72715500863259,0.619,0.028,0,"2","Plac8"
0,5.43046869065954,0.613,0.037,0,"2","Ccr2"
1.20832105745753e-270,4.85004288960522,0.37,0.023,1.85030203528471e-266,"2","Itgb7"
5.32849472940401e-256,4.59876791239194,0.43,0.04,8.15952397913637e-252,"2","Plbd1"
1.25468677273608e-305,4.35161073495505,0.69,0.116,1.92130185509076e-301,"2","S100a4"
1.11521692144733e-142,3.73970353122755,0.348,0.052,1.70773167181229e-138,"2","Cytip"
4.95278233235005e-192,3.59778023581266,0.544,0.111,7.58419558552763e-188,"2","Napsa"
1.41520294254021e-287,3.58769750499832,0.856,0.234,2.16710026591182e-283,"2","S100a6"
1.23756561323967e-120,3.24492262678263,0.407,0.089,1.89508422355391e-116,"2","Cbfa2t3"
5.20040864205817e-212,3.15957751410309,0.944,0.6,7.96338575358367e-208,"2","Crip1"
1.29248224442116e-81,3.14604689757822,0.314,0.074,1.97917806088212e-77,"2","Gm1966"
1.06543120546881e-165,2.90162131477879,0.692,0.228,1.63149480493439e-161,"2","S100a10"
8.56540626721053e-79,2.85551363854151,0.316,0.077,1.31162066169795e-74,"2","Ccr1"
4.0903820356747e-219,2.75921685104181,0.892,0.395,6.26360201122867e-215,"2","Lsp1"
6.83573687017775e-70,2.6594676403994,0.364,0.115,1.04675638693032e-65,"2","Emb"
9.4257966582715e-54,2.61104651609425,0.458,0.223,1.44337224228112e-49,"2","Tgfbi"
1.30082561799028e-66,2.57259837855513,0.338,0.101,1.99195426882852e-62,"2","Mndal"
7.96054907010641e-79,2.54713876814587,0.649,0.375,1.21899887910539e-74,"2","Ifitm2"
1.95856439372166e-59,2.50801917257341,0.492,0.251,2.99914965610598e-55,"2","H2-DMb1"
5.75704359869479e-70,2.48904005336939,0.35,0.103,8.81576086268133e-66,"2","Ifi203"
1.90627206186726e-108,2.42092531225646,0.807,0.551,2.91907440833733e-104,"2","Ifitm3"
1.02316980179668e-75,2.35583956887923,0.361,0.102,1.56677991749126e-71,"2","Cnn2"
1.16225927740593e-35,2.27895523601573,0.31,0.134,1.7797676314917e-31,"2","Runx3"
2.26402759536823e-170,2.2541985913015,0.778,0.309,3.46690545678736e-166,"2","S100a11"
1.45851326021909e-43,2.20355751941584,0.301,0.109,2.23342135537349e-39,"2","Jarid2"
1.30018354107449e-38,2.1714438064776,0.351,0.159,1.99097105644737e-34,"2","Itga4"
1.49668291111797e-30,1.92679123384968,0.335,0.165,2.29187054179495e-26,"2","AI662270"
3.32946162812288e-46,1.92431137665051,0.464,0.234,5.09840459114456e-42,"2","Samhd1"
1.06034989691155e-69,1.88115580025658,0.671,0.414,1.62371379714065e-65,"2","H2-DMa"
1.62493474468905e-50,1.82850089602767,0.525,0.284,2.48826257454235e-46,"2","Cdk2ap2"
3.87047914850635e-125,1.78851314805154,0.877,0.567,5.92686472010778e-121,"2","Coro1a"
