"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,11.1506938819099,0.484,0,0,"6","Itgb2l"
0,10.8793282194046,0.806,0.005,0,"6","Ltf"
0,10.5568803041888,0.871,0.021,0,"6","Ngp"
0,10.2272995520119,0.817,0.024,0,"6","Camp"
0,10.0017996294881,0.957,0.007,0,"6","1100001G20Rik"
0,9.77325065140854,0.774,0.02,0,"6","Retnlg"
2.3371542509415e-98,9.64897831632107,1,0.265,3.57888430446671e-94,"6","S100a9"
0,9.62940322388401,0.419,0.001,0,"6","Mrgpra2b"
0,9.54140708580025,0.925,0.019,0,"6","Lcn2"
2.31736696735559e-93,9.40855293438472,1,0.287,3.54858403711161e-89,"6","S100a8"
0,9.02821798532574,0.387,0.001,0,"6","Mapk13"
0,8.68380941270865,0.452,0.004,0,"6","Cebpe"
0,8.66437773441082,0.828,0.007,0,"6","Mmp9"
0,8.47510293168907,0.796,0.008,0,"6","Cd177"
0,8.04608170961403,0.602,0.006,0,"6","Fpr2"
0,7.97677967666006,0.538,0.006,0,"6","Cxcr2"
0,7.86387264756793,0.398,0.002,0,"6","Crispld2"
0,7.61206071589512,0.559,0.004,0,"6","Chil1"
5.81860055761552e-267,6.55142951245992,0.419,0.007,8.91002303387664e-263,"6","Slfn4"
0,6.5377767451403,0.462,0.006,0,"6","Trem3"
8.82886275131006e-103,6.53571452861747,0.71,0.091,1.35196375310811e-98,"6","Mmp8"
1.46696804130731e-190,6.41253497072899,0.312,0.006,2.24636816165389e-186,"6","Fpr1"
1.64160501539657e-221,6.37479881209095,0.312,0.004,2.51378976007676e-217,"6","Il1r2"
1.80382734157752e-279,6.22487881911052,0.645,0.021,2.76220080815766e-275,"6","Mxd1"
2.77503443809095e-116,6.17139953908301,0.753,0.09,4.24941023504867e-112,"6","Chil3"
1.606447611684e-295,6.13983317502009,0.559,0.013,2.45995322777171e-291,"6","Ifitm6"
1.98053494082562e-183,6.09706849555967,0.323,0.007,3.03279315488627e-179,"6","Il18rap"
0,5.9935259660896,0.946,0.036,0,"6","Hp"
4.22167844894206e-282,5.96895254831266,0.624,0.019,6.46465620886497e-278,"6","Serpinb1a"
0,5.92683582459811,0.559,0.012,0,"6","Hdc"
1.46945683435905e-224,5.76064380369099,0.376,0.007,2.25017925045402e-220,"6","Pi16"
3.84030034814016e-206,5.60395940332011,0.484,0.015,5.88065192310703e-202,"6","Ltb4r1"
1.11993595338588e-100,5.56968409403298,0.312,0.014,1.7149579254198e-96,"6","Mgst2"
6.50802250736624e-184,5.54216282519494,0.591,0.029,9.96573486552993e-180,"6","G0s2"
0,5.50143672842599,0.785,0.022,0,"6","Lrg1"
6.92476854165285e-131,5.45330348887665,0.366,0.015,1.0603898067833e-126,"6","Slc2a3"
2.74084365824413e-161,5.40528244317221,0.656,0.044,4.19705389386923e-157,"6","Adpgk"
2.26330735215454e-130,5.37816000201422,0.301,0.009,3.46580254835425e-126,"6","1700047M11Rik"
8.30267173478925e-144,5.3605329312055,0.301,0.008,1.27138812274828e-139,"6","Nfe2"
2.06907240245555e-297,5.34489469612999,1,0.055,3.16837056988019e-293,"6","Pglyrp1"
1.12433354993469e-232,5.08369903234645,0.796,0.043,1.721691965015e-228,"6","Mcemp1"
1.64112149654794e-135,4.96669205482817,0.409,0.018,2.51304934766386e-131,"6","Padi4"
6.50285770026025e-115,4.95853153069523,0.871,0.132,9.95782599640852e-111,"6","Anxa1"
5.26303038494438e-114,4.44252396548005,0.462,0.029,8.05927842846532e-110,"6","Nhsl2"
1.35034464825614e-105,4.43820891328435,0.839,0.129,2.06778275987463e-101,"6","Gsr"
1.14629958133947e-105,4.4183506291479,0.441,0.029,1.75532854890512e-101,"6","Glipr2"
1.66403022359414e-75,4.33413790977526,0.989,0.338,2.54812948138971e-71,"6","S100a11"
3.69760980973334e-89,4.31262978054902,0.323,0.017,5.66214990164466e-85,"6","Gpr141"
6.0977335894571e-111,4.31189296200215,0.688,0.074,9.33745944553565e-107,"6","F630028O10Rik"
4.10741116231087e-55,4.30044358912438,0.312,0.028,6.28967871284664e-51,"6","Clec4e"
1.22933736572955e-87,4.29568188801672,0.344,0.02,1.88248430814166e-83,"6","Rasgrp4"
2.46325804565395e-79,4.22811832220107,0.387,0.03,3.77198704530989e-75,"6","Slfn1"
