"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,13.6817933247626,0.452,0,0,"5","Slc14a2"
0,13.5039126783611,0.532,0,0,"5","Spag6"
0,13.3463335521797,0.492,0,0,"5","Ccdc81"
0,13.2300591866499,0.421,0,0,"5","Acot5"
0,13.2218903772328,0.429,0,0,"5","Maats1"
0,13.1328918832227,0.437,0,0,"5","Stmnd1"
0,13.1254989426641,0.397,0,0,"5","Ccdc37"
0,13.0014549392481,0.397,0,0,"5","Dsg2"
0,13.0000183070329,0.365,0,0,"5","Lrrc6"
0,12.8498014626958,0.317,0,0,"5","Dthd1"
0,12.7490929480183,0.667,0,0,"5","Fam216b"
0,12.6527557343119,0.365,0,0,"5","Zfp474"
0,12.5898593247194,0.325,0,0,"5","Dsc3"
0,12.5329891993246,0.31,0,0,"5","Fank1"
0,12.5049968016805,0.31,0,0,"5","1700028P14Rik"
0,12.4253617509691,0.341,0,0,"5","Lrrc10b"
0,12.3702228026245,0.302,0,0,"5","Kif6"
0,12.3638907442643,0.397,0,0,"5","Spag17"
0,12.2647571538897,0.46,0,0,"5","Nkx6-1"
0,12.2241142479483,0.556,0,0,"5","Gm10714"
0,12.0478912930005,0.325,0,0,"5","Dnaic2"
0,12.0118627159143,0.714,0,0,"5","Rsph4a"
0,11.9397047578675,0.571,0,0,"5","Hydin"
0,11.8526186802959,0.437,0,0,"5","Dnah11"
0,11.8072777933009,0.429,0,0,"5","Ttc18"
0,11.7823857161662,0.73,0.001,0,"5","Ak7"
0,11.7755883588894,0.849,0.001,0,"5","Dynlrb2"
0,11.7653559844566,0.897,0.001,0,"5","Tmem212"
0,11.6443704347792,0.508,0,0,"5","Pi15"
0,11.5980714753749,0.302,0,0,"5","4930451C15Rik"
0,11.5500955292712,0.397,0,0,"5","4932443I19Rik"
0,11.4850465689279,0.437,0,0,"5","Rgs22"
0,11.4377310207074,0.31,0,0,"5","Ccdc33"
0,11.3360698681792,0.603,0,0,"5","Elmod1"
0,11.3199591091646,0.397,0,0,"5","Armc4"
0,11.3057249370802,0.532,0.001,0,"5","Wdr52"
0,11.3014336319294,0.778,0.001,0,"5","1700016K19Rik"
0,11.2656377706333,0.389,0,0,"5","Efcab1"
0,11.2551977401271,0.897,0.002,0,"5","Fam183b"
0,11.1235602108851,0.532,0,0,"5","Efcab10"
0,11.0598377751746,0.31,0,0,"5","Fam47e"
0,10.9664204699676,0.476,0,0,"5","Lrp2"
0,10.9307953247548,0.524,0.001,0,"5","Lrrc23"
0,10.9205949977908,0.667,0,0,"5","Ccdc146"
0,10.9183293611261,0.492,0,0,"5","1700007G11Rik"
0,10.9064985437867,0.992,0.006,0,"5","Mia"
0,10.8757301821563,0.5,0,0,"5","Ccdc113"
0,10.8647748646683,0.397,0,0,"5","Slc26a3"
0,10.8471390178086,0.659,0.001,0,"5","Iqca"
0,10.8368673410691,0.643,0.001,0,"5","2410004P03Rik"
0,10.8025654951911,0.81,0.001,0,"5","Riiad1"
0,10.734165460516,0.841,0.003,0,"5","Ccdc153"
0,10.7099549854794,0.381,0,0,"5","Spag16"
0,10.7052731276574,0.548,0,0,"5","Ccdc108"
0,10.6945316543319,0.548,0.001,0,"5","Mapk15"
0,10.6650834148332,0.603,0.001,0,"5","Pifo"
0,10.659789209652,0.349,0,0,"5","Wdr63"
0,10.6404762946126,0.69,0.001,0,"5","Dnali1"
0,10.6359216893217,0.413,0,0,"5","Morn5"
0,10.6040487421462,0.746,0.001,0,"5","Foxj1"
0,10.590882950733,0.317,0,0,"5","Dnah10"
0,10.5092756819184,0.413,0,0,"5","Akap14"
0,10.4898778409841,0.603,0.001,0,"5","Tekt1"
0,10.4877577374746,0.508,0.001,0,"5","1700026D08Rik"
0,10.4462125884602,0.873,0.002,0,"5","1110017D15Rik"
0,10.4228456692688,0.397,0,0,"5","1600029I14Rik"
0,10.3912369404095,0.579,0.001,0,"5","Ccdc39"
0,10.3218353715152,0.325,0,0,"5","Wdr16"
0,10.2967243568558,0.54,0.001,0,"5","Ppp1r36"
0,10.2712727232163,0.381,0,0,"5","Lrrc48"
0,10.2664557166325,0.754,0.001,0,"5","Enkur"
0,10.2659524044692,0.302,0,0,"5","Zcchc12"
0,10.1719202046847,0.556,0.001,0,"5","1700001C02Rik"
0,10.1503810944338,0.397,0,0,"5","Ankrd45"
0,10.1178992469076,0.421,0.001,0,"5","Odf3b"
0,10.0997276286161,0.476,0,0,"5","Dnah9"
0,10.0960823903066,0.444,0,0,"5","Drc1"
0,10.0672820899241,0.468,0.001,0,"5","Zp3"
0,10.0481102147991,0.548,0,0,"5","Nme5"
0,10.0224244920997,0.548,0.001,0,"5","Eno4"
0,10.0175502386196,0.516,0,0,"5","Lrriq1"
0,10.004384044786,0.698,0.002,0,"5","Mlf1"
0,9.98115362489627,0.81,0.002,0,"5","1700007K13Rik"
0,9.96287192526574,0.468,0.001,0,"5","Ccdc74a"
0,9.95273465970516,0.341,0,0,"5","1700003E16Rik"
0,9.89700244512345,0.333,0,0,"5","Ccdc30"
0,9.89408649504478,0.905,0.003,0,"5","Rsph1"
0,9.89158204841699,0.341,0,0,"5","Iqub"
0,9.83333959743914,0.984,0.005,0,"5","1500015O10Rik"
0,9.78758143084817,0.389,0,0,"5","A330021E22Rik"
0,9.75880784999201,0.357,0,0,"5","Ubxn10"
0,9.74965389891453,0.405,0,0,"5","Zmynd10"
0,9.74185581702768,0.444,0.001,0,"5","1700001L19Rik"
0,9.70371991480911,0.524,0.001,0,"5","1700088E04Rik"
0,9.69303626622361,0.5,0.001,0,"5","6820408C15Rik"
0,9.6755301574279,0.325,0,0,"5","Clec3b"
0,9.62549764307695,0.444,0.001,0,"5","AK129341"
0,9.59847571578125,0.69,0.002,0,"5","Vit"
0,9.57488209645241,0.302,0.001,0,"5","Cdkl4"
0,9.57171285872419,0.484,0.001,0,"5","Spag8"
0,9.5527206798463,0.516,0.001,0,"5","Ccdc135"
0,9.54714317159517,0.556,0.001,0,"5","1700012B09Rik"
0,9.52263013442875,0.571,0.001,0,"5","Wdr96"
0,9.51589614690382,0.357,0.001,0,"5","Vwa3a"
0,9.5018051175114,0.452,0.001,0,"5","Efcab12"
0,9.49823357403404,0.714,0.002,0,"5","Dnah6"
0,9.4015741629902,0.333,0,0,"5","Crb2"
0,9.3764888320294,0.587,0.001,0,"5","Dcdc2a"
0,9.36758750159217,0.794,0.003,0,"5","Fhl1"
0,9.33426423225727,0.325,0.001,0,"5","Gm11517"
0,9.30494117026374,0.302,0.001,0,"5","1700040L02Rik"
0,9.1595365115224,0.675,0.002,0,"5","Adamts20"
0,9.11764909970144,0.635,0.002,0,"5","Ccdc19"
0,9.06940693296454,0.683,0.003,0,"5","Meig1"
0,9.05591722269185,0.357,0.001,0,"5","Ccdc11"
0,9.05097008010425,0.31,0.001,0,"5","Kcnn3"
0,9.03598348575359,0.365,0.001,0,"5","Uckl1os"
0,8.92544765598601,0.548,0.001,0,"5","Gm973"
0,8.9202983846542,0.317,0.001,0,"5","4932438H23Rik"
0,8.87429168402968,0.921,0.008,0,"5","Rarres2"
0,8.81693101228709,0.349,0.001,0,"5","Dnah2"
0,8.81374878999612,0.437,0.001,0,"5","Gm867"
0,8.79062925308093,0.984,0.03,0,"5","Nnat"
0,8.78922462620445,0.698,0.002,0,"5","Dnah5"
0,8.7782457556282,0.302,0.001,0,"5","Kndc1"
0,8.77239588971775,0.333,0,0,"5","C1qtnf3"
0,8.77231254714233,0.365,0,0,"5","Tekt4"
0,8.75658042655298,0.492,0.002,0,"5","Bace2"
0,8.7443888503517,0.421,0.002,0,"5","Lrrc36"
0,8.72357793723039,0.333,0.001,0,"5","Col8a2"
0,8.54702935761913,0.651,0.005,0,"5","Wdr78"
0,8.46923527072112,0.444,0.002,0,"5","Dnajc6"
0,8.45250115028711,0.452,0.002,0,"5","Dnaic1"
0,8.34851707866411,0.437,0.002,0,"5","Capsl"
0,8.33568452848417,0.357,0.002,0,"5","Ccdc114"
0,8.29576103174569,0.619,0.003,0,"5","Pcsk2"
0,8.28022301143524,0.5,0.002,0,"5","Meis2"
0,8.27723716449466,0.563,0.002,0,"5","Tenm3"
0,8.23060882219584,0.492,0.003,0,"5","Folr1"
